encoder_input,decoder_input,decoder_output
"['<ja>', '▁2', '[MASK]', '裏', '[MASK]', '中', '日', 'は何', '点', 'を', '取得', 'したか', '?', '▁', '</s>', '▁1', '[MASK]', '裏', 'と', '2', '[MASK]', '裏', 'で', '巨', '人の', 'ピン', '[MASK]', 'を', '救', 'った', '捕', '手', 'は誰', '?', '▁', '</s>']","['<ja>', '▁2', '回', '裏', 'では', '中', '日', 'は何', '点', 'を', '取得', 'したか', '?', '▁', '</s>', '▁1', '回', '裏', 'と', '2', '回', '裏', 'で', '巨', '人の', 'ピン', 'チ', 'を', '救', 'った', '捕', '手', 'は誰', '?', '▁', '</s>']","['▁2', '回', '裏', 'では', '中', '日', 'は何', '点', 'を', '取得', 'したか', '?', '▁', '</s>', '▁1', '回', '裏', 'と', '2', '回', '裏', 'で', '巨', '人の', 'ピン', 'チ', 'を', '救', 'った', '捕', '手', 'は誰', '?', '▁', '</s>', '<ja>']"
"['<ja>', '▁ト', 'ラ', 'を', 'からか', 'っていた', '少年', 'の中', '[MASK]', 'いた', '被害', '者と', 'は誰ですか', '?', '[MASK]', '[MASK]', '[MASK]', '来', '[MASK]', '[MASK]', '女性', 'が', '警察', '[MASK]', '[MASK]', '言', 'した', '内容', 'が', '報', 'じ', 'られたのは', 'いつですか', '?', '[MASK]', '[MASK]']","['<ja>', '▁ト', 'ラ', 'を', 'からか', 'っていた', '少年', 'の中', 'に', 'いた', '被害', '者と', 'は誰ですか', '?', '▁', '</s>', '▁', '来', '園', '者の', '女性', 'が', '警察', 'に', '証', '言', 'した', '内容', 'が', '報', 'じ', 'られたのは', 'いつですか', '?', '▁', '</s>']","['▁ト', 'ラ', 'を', 'からか', 'っていた', '少年', 'の中', 'に', 'いた', '被害', '者と', 'は誰ですか', '?', '▁', '</s>', '▁', '来', '園', '者の', '女性', 'が', '警察', 'に', '証', '言', 'した', '内容', 'が', '報', 'じ', 'られたのは', 'いつですか', '?', '▁', '</s>', '<ja>']"
"['<ja>', '▁1960', '年代', 'の研究', '[MASK]', '子', '持', '山', 'はどのような', '火山', '[MASK]', 'られていた', 'の', '?', '▁', '</s>', '▁子', '持', '山', 'の一', '帯', 'で', '火山', '活動', 'があ', 'ったのは', 'お', 'およ', 'そ', '何年', '前', 'でしたか', '?', '▁', '</s>', '▁']","['<ja>', '▁1960', '年代', 'の研究', 'では', '子', '持', '山', 'はどのような', '火山', 'と考え', 'られていた', 'の', '?', '▁', '</s>', '▁子', '持', '山', 'の一', '帯', 'で', '火山', '活動', 'があ', 'ったのは', 'お', 'およ', 'そ', '何年', '前', 'でしたか', '?', '▁', '</s>', '▁']","['▁1960', '年代', 'の研究', 'では', '子', '持', '山', 'はどのような', '火山', 'と考え', 'られていた', 'の', '?', '▁', '</s>', '▁子', '持', '山', 'の一', '帯', 'で', '火山', '活動', 'があ', 'ったのは', 'お', 'およ', 'そ', '何年', '前', 'でしたか', '?', '▁', '</s>', '▁', '<ja>']"
"['<ja>', '▁ディズニー', '[MASK]', '大', '衆', 'が', 'ヨーロッパ', 'に関', '心', 'を持', 'ち', '[MASK]', 'じ', 'めている', 'と', '気', 'づ', 'く', 'と', '[MASK]', '反', 'ドイツ', '」', 'の', '色', 'を', '薄', 'めた', '[MASK]', '反', 'ナ', 'チ', 'ス', '」', 'の', '形']","['<ja>', '▁ディズニー', 'は', '大', '衆', 'が', 'ヨーロッパ', 'に関', '心', 'を持', 'ち', 'は', 'じ', 'めている', 'と', '気', 'づ', 'く', 'と', '「', '反', 'ドイツ', '」', 'の', '色', 'を', '薄', 'めた', '「', '反', 'ナ', 'チ', 'ス', '」', 'の', '形']","['▁ディズニー', 'は', '大', '衆', 'が', 'ヨーロッパ', 'に関', '心', 'を持', 'ち', 'は', 'じ', 'めている', 'と', '気', 'づ', 'く', 'と', '「', '反', 'ドイツ', '」', 'の', '色', 'を', '薄', 'めた', '「', '反', 'ナ', 'チ', 'ス', '」', 'の', '形', '<ja>']"
"['<ja>', '▁', '[MASK]', 'のほかに', '[MASK]', 'ドイツ', '海', '[MASK]', '連合軍の', '輸送船団', '[MASK]', '攻撃', 'に使用', 'した', '兵器', 'は', '[MASK]', '何か', '?', '▁', '</s>', '[MASK]', '海軍', 'による', '連合軍の', '輸送船団', 'への', '攻撃', 'に使用', 'された', '兵器', 'には', '[MASK]', '[MASK]', 'のほかに', '[MASK]']","['<ja>', '▁', '潜水艦', 'のほかに', '、', 'ドイツ', '海', '軍が', '連合軍の', '輸送船団', 'の', '攻撃', 'に使用', 'した', '兵器', 'は', '、', '何か', '?', '▁', '</s>', '▁ドイツ', '海軍', 'による', '連合軍の', '輸送船団', 'への', '攻撃', 'に使用', 'された', '兵器', 'には', '、', '潜水艦', 'のほかに', '、']","['▁', '潜水艦', 'のほかに', '、', 'ドイツ', '海', '軍が', '連合軍の', '輸送船団', 'の', '攻撃', 'に使用', 'した', '兵器', 'は', '、', '何か', '?', '▁', '</s>', '▁ドイツ', '海軍', 'による', '連合軍の', '輸送船団', 'への', '攻撃', 'に使用', 'された', '兵器', 'には', '、', '潜水艦', 'のほかに', '、', '<ja>']"
"['<ja>', '▁『', '文学', '論', '』', 'は誰', 'による', '講', '義', '録', 'ですか', '?', '▁', '</s>', '▁漱石は', '講', '師', 'の', '傍', 'ら', '何を', '[MASK]', '『', 'ホ', 'ト', 'ト', 'ギ', 'ス', '』', 'に', '発表', 'しましたか', '?', '▁', '</s>', '▁『']","['<ja>', '▁『', '文学', '論', '』', 'は誰', 'による', '講', '義', '録', 'ですか', '?', '▁', '</s>', '▁漱石は', '講', '師', 'の', '傍', 'ら', '何を', '雑誌', '『', 'ホ', 'ト', 'ト', 'ギ', 'ス', '』', 'に', '発表', 'しましたか', '?', '▁', '</s>', '▁『']","['▁『', '文学', '論', '』', 'は誰', 'による', '講', '義', '録', 'ですか', '?', '▁', '</s>', '▁漱石は', '講', '師', 'の', '傍', 'ら', '何を', '雑誌', '『', 'ホ', 'ト', 'ト', 'ギ', 'ス', '』', 'に', '発表', 'しましたか', '?', '▁', '</s>', '▁『', '<ja>']"
"['<ja>', '▁', '魚', 'が', '上', '流', 'に', '遡', 'って', '泳', '[MASK]', 'いく', 'の', 'を', 'サ', 'ポ', 'ート', 'する', '工作', '物', 'とは何', 'か', '?', '▁', '</s>', '▁', '扇', '状', 'を', '[MASK]', '魚道', 'の名称', 'は何', '?', '▁', '</s>']","['<ja>', '▁', '魚', 'が', '上', '流', 'に', '遡', 'って', '泳', 'いで', 'いく', 'の', 'を', 'サ', 'ポ', 'ート', 'する', '工作', '物', 'とは何', 'か', '?', '▁', '</s>', '▁', '扇', '状', 'を', 'している', '魚道', 'の名称', 'は何', '?', '▁', '</s>']","['▁', '魚', 'が', '上', '流', 'に', '遡', 'って', '泳', 'いで', 'いく', 'の', 'を', 'サ', 'ポ', 'ート', 'する', '工作', '物', 'とは何', 'か', '?', '▁', '</s>', '▁', '扇', '状', 'を', 'している', '魚道', 'の名称', 'は何', '?', '▁', '</s>', '<ja>']"
"['<ja>', '▁', '暫', '定', '政府', 'が', 'ク', 'ウェート', '国', '[MASK]', '放送', 'を', '掌', '握', 'でき', 'たのは', '、', '誰の', 'お', 'か', 'げ', '[MASK]', '[MASK]', '▁', '</s>', '[MASK]', 'ウェート', 'の', '閣', '僚', '名', '簿', 'が発表', '[MASK]', '、', 'いつのことか']","['<ja>', '▁', '暫', '定', '政府', 'が', 'ク', 'ウェート', '国', '営', '放送', 'を', '掌', '握', 'でき', 'たのは', '、', '誰の', 'お', 'か', 'げ', 'でしたか', '?', '▁', '</s>', '▁ク', 'ウェート', 'の', '閣', '僚', '名', '簿', 'が発表', 'されたのは', '、', 'いつのことか']","['▁', '暫', '定', '政府', 'が', 'ク', 'ウェート', '国', '営', '放送', 'を', '掌', '握', 'でき', 'たのは', '、', '誰の', 'お', 'か', 'げ', 'でしたか', '?', '▁', '</s>', '▁ク', 'ウェート', 'の', '閣', '僚', '名', '簿', 'が発表', 'されたのは', '、', 'いつのことか', '<ja>']"
"['<ja>', '[MASK]', 'を侵攻', 'したか', '?', '▁', '[MASK]', '▁9', '月', '1', '日', '、', '[MASK]', 'が', '宣戦布告', 'も', 'なく', '[MASK]', 'されたのは', '、', 'どの国', 'によることだったか', '?', '▁', '[MASK]', '▁9', '月', '1', '日', '、', '[MASK]', 'は', '、', 'どの国', 'により', '宣戦布告']","['<ja>', 'ポーランド', 'を侵攻', 'したか', '?', '▁', '</s>', '▁9', '月', '1', '日', '、', 'ポーランド', 'が', '宣戦布告', 'も', 'なく', '侵攻', 'されたのは', '、', 'どの国', 'によることだったか', '?', '▁', '</s>', '▁9', '月', '1', '日', '、', 'ポーランド', 'は', '、', 'どの国', 'により', '宣戦布告']","['ポーランド', 'を侵攻', 'したか', '?', '▁', '</s>', '▁9', '月', '1', '日', '、', 'ポーランド', 'が', '宣戦布告', 'も', 'なく', '侵攻', 'されたのは', '、', 'どの国', 'によることだったか', '?', '▁', '</s>', '▁9', '月', '1', '日', '、', 'ポーランド', 'は', '、', 'どの国', 'により', '宣戦布告', '<ja>']"
"['<ja>', '▁中', '城', 'ふみ', '子は', '帯', '広', '尋', '常', '高等', '小学校', 'を卒業', 'した', 'あと', '、', 'どの', '学校', 'に進', '学', 'しましたか', '。', '[MASK]', '</s>', '▁1942', '年', '、', '中', '城', 'ふみ', '子', 'は誰', 'と結婚', 'しましたか', '。', '[MASK]', '</s>']","['<ja>', '▁中', '城', 'ふみ', '子は', '帯', '広', '尋', '常', '高等', '小学校', 'を卒業', 'した', 'あと', '、', 'どの', '学校', 'に進', '学', 'しましたか', '。', '▁', '</s>', '▁1942', '年', '、', '中', '城', 'ふみ', '子', 'は誰', 'と結婚', 'しましたか', '。', '▁', '</s>']","['▁中', '城', 'ふみ', '子は', '帯', '広', '尋', '常', '高等', '小学校', 'を卒業', 'した', 'あと', '、', 'どの', '学校', 'に進', '学', 'しましたか', '。', '▁', '</s>', '▁1942', '年', '、', '中', '城', 'ふみ', '子', 'は誰', 'と結婚', 'しましたか', '。', '▁', '</s>', '<ja>']"
"['<ja>', '▁大', '型の', '[MASK]', 'コ', '科', '動物', 'たち', '[MASK]', '呼', '気', 'で', 'した', '喉', 'を', '鳴', 'ら', 'せ', 'ない', 'と', '主張', 'している', '[MASK]', '?', '▁', '</s>', '▁ネ', 'コ', '以外', 'で', '喉', '鳴', 'ら', 'し', 'を', 'する']","['<ja>', '▁大', '型の', 'ネ', 'コ', '科', '動物', 'たち', 'は', '呼', '気', 'で', 'した', '喉', 'を', '鳴', 'ら', 'せ', 'ない', 'と', '主張', 'している', '人は誰', '?', '▁', '</s>', '▁ネ', 'コ', '以外', 'で', '喉', '鳴', 'ら', 'し', 'を', 'する']","['▁大', '型の', 'ネ', 'コ', '科', '動物', 'たち', 'は', '呼', '気', 'で', 'した', '喉', 'を', '鳴', 'ら', 'せ', 'ない', 'と', '主張', 'している', '人は誰', '?', '▁', '</s>', '▁ネ', 'コ', '以外', 'で', '喉', '鳴', 'ら', 'し', 'を', 'する', '<ja>']"
"['<ja>', '▁', 'ヴァ', 'イ', 'キング', 'による', '[MASK]', 'がより', '多', 'かったのは', '、', 'マー', 'シア', '王国', '[MASK]', 'ウェ', 'セ', 'ックス', '王国', 'のうち', '、', 'どちらの', '国', 'ですか', '?', '▁', '</s>', '▁エ', 'ランダ', 'ンの', '戦い', '[MASK]', '、', '[MASK]', '[MASK]', 'した']","['<ja>', '▁', 'ヴァ', 'イ', 'キング', 'による', '被害', 'がより', '多', 'かったのは', '、', 'マー', 'シア', '王国', 'と', 'ウェ', 'セ', 'ックス', '王国', 'のうち', '、', 'どちらの', '国', 'ですか', '?', '▁', '</s>', '▁エ', 'ランダ', 'ンの', '戦い', 'は', '、', '何年に', '勃発', 'した']","['▁', 'ヴァ', 'イ', 'キング', 'による', '被害', 'がより', '多', 'かったのは', '、', 'マー', 'シア', '王国', 'と', 'ウェ', 'セ', 'ックス', '王国', 'のうち', '、', 'どちらの', '国', 'ですか', '?', '▁', '</s>', '▁エ', 'ランダ', 'ンの', '戦い', 'は', '、', '何年に', '勃発', 'した', '<ja>']"
"['<ja>', '▁フィ', 'リ', 'ックス', '・', 'ザ', '・', 'キャ', '[MASK]', 'は何の', '作品', 'に出', 'ていましたか', '?', '▁', '[MASK]', '▁パ', '[MASK]', '・', 'サ', 'リ', 'バン', 'は何', '側の', 'プロ', 'デ', 'ュー', 'サー', 'ですか', '?', '▁', '[MASK]', '▁ウォルト', 'が作', '画', '監督']","['<ja>', '▁フィ', 'リ', 'ックス', '・', 'ザ', '・', 'キャ', 'ット', 'は何の', '作品', 'に出', 'ていましたか', '?', '▁', '</s>', '▁パ', 'ット', '・', 'サ', 'リ', 'バン', 'は何', '側の', 'プロ', 'デ', 'ュー', 'サー', 'ですか', '?', '▁', '</s>', '▁ウォルト', 'が作', '画', '監督']","['▁フィ', 'リ', 'ックス', '・', 'ザ', '・', 'キャ', 'ット', 'は何の', '作品', 'に出', 'ていましたか', '?', '▁', '</s>', '▁パ', 'ット', '・', 'サ', 'リ', 'バン', 'は何', '側の', 'プロ', 'デ', 'ュー', 'サー', 'ですか', '?', '▁', '</s>', '▁ウォルト', 'が作', '画', '監督', '<ja>']"
"['<ja>', '▁日本', 'はどの', '国の', '[MASK]', '北部', 'を', '[MASK]', 'させ', '満', '州', '[MASK]', 'を', '建国', 'したのか', '?', '▁', '</s>', '▁日本', 'が', '193', '1', '年', '9', '月の', '柳', '条', '[MASK]', '事件', 'を', '[MASK]', '機', '[MASK]', '中', '華', '民']","['<ja>', '▁日本', 'はどの', '国の', '東', '北部', 'を', '独立', 'させ', '満', '州', '国', 'を', '建国', 'したのか', '?', '▁', '</s>', '▁日本', 'が', '193', '1', '年', '9', '月の', '柳', '条', '湖', '事件', 'を', '契', '機', 'に', '中', '華', '民']","['▁日本', 'はどの', '国の', '東', '北部', 'を', '独立', 'させ', '満', '州', '国', 'を', '建国', 'したのか', '?', '▁', '</s>', '▁日本', 'が', '193', '1', '年', '9', '月の', '柳', '条', '湖', '事件', 'を', '契', '機', 'に', '中', '華', '民', '<ja>']"
"['<ja>', '▁アメリカ', '軍', '所属', 'の', '民', '兵', '隊', 'が', '、', 'イギリス', '軍', 'との', '戦闘', 'に', '勝利', 'でき', 'たのは', '、', 'どの', '面', 'において', 'は', 'イギリス', '軍', 'より', '優勢', 'だった', 'からですか', '?', '▁', '</s>', '▁アメリカ', '軍と', 'イギリス', '軍']","['<ja>', '▁アメリカ', '軍', '所属', 'の', '民', '兵', '隊', 'が', '、', 'イギリス', '軍', 'との', '戦闘', 'に', '勝利', 'でき', 'たのは', '、', 'どの', '面', 'において', 'は', 'イギリス', '軍', 'より', '優勢', 'だった', 'からですか', '?', '▁', '</s>', '▁アメリカ', '軍と', 'イギリス', '軍']","['▁アメリカ', '軍', '所属', 'の', '民', '兵', '隊', 'が', '、', 'イギリス', '軍', 'との', '戦闘', 'に', '勝利', 'でき', 'たのは', '、', 'どの', '面', 'において', 'は', 'イギリス', '軍', 'より', '優勢', 'だった', 'からですか', '?', '▁', '</s>', '▁アメリカ', '軍と', 'イギリス', '軍', '<ja>']"
"['<ja>', '▁', 'キャ', 'ロ', 'ル', 'が', '[MASK]', 'アリス', 'は', '、', '何の', '特徴', 'が', '醸', '[MASK]', '出', 'されていますか', '?', '▁', '</s>', '▁『', 'アリス', '』', 'の', '[MASK]', '絵', 'を担当', 'した', 'ペ', 'ーター', '・', 'ニュー', 'エル', '、', 'ブ', 'ラン']","['<ja>', '▁', 'キャ', 'ロ', 'ル', 'が', '描いた', 'アリス', 'は', '、', '何の', '特徴', 'が', '醸', 'し', '出', 'されていますか', '?', '▁', '</s>', '▁『', 'アリス', '』', 'の', '挿', '絵', 'を担当', 'した', 'ペ', 'ーター', '・', 'ニュー', 'エル', '、', 'ブ', 'ラン']","['▁', 'キャ', 'ロ', 'ル', 'が', '描いた', 'アリス', 'は', '、', '何の', '特徴', 'が', '醸', 'し', '出', 'されていますか', '?', '▁', '</s>', '▁『', 'アリス', '』', 'の', '挿', '絵', 'を担当', 'した', 'ペ', 'ーター', '・', 'ニュー', 'エル', '、', 'ブ', 'ラン', '<ja>']"
"['<ja>', '[MASK]', '世紀', '以降', 'に', 'バー', 'レー', '[MASK]', '真珠', '[MASK]', '業', 'に', '言', '及', 'した', 'ア', '[MASK]', 'マド', '・', 'ティー', 'ファー', 'シー', '、', 'ア', 'ブ', 'ー', '・', 'ザ', '[MASK]', 'ド', '・', 'ハ', 'ッ', 'サン', '、', '[MASK]']","['<ja>', '▁10', '世紀', '以降', 'に', 'バー', 'レー', 'ンの', '真珠', '採取', '業', 'に', '言', '及', 'した', 'ア', 'フ', 'マド', '・', 'ティー', 'ファー', 'シー', '、', 'ア', 'ブ', 'ー', '・', 'ザ', 'イ', 'ド', '・', 'ハ', 'ッ', 'サン', '、', 'イ']","['▁10', '世紀', '以降', 'に', 'バー', 'レー', 'ンの', '真珠', '採取', '業', 'に', '言', '及', 'した', 'ア', 'フ', 'マド', '・', 'ティー', 'ファー', 'シー', '、', 'ア', 'ブ', 'ー', '・', 'ザ', 'イ', 'ド', '・', 'ハ', 'ッ', 'サン', '、', 'イ', '<ja>']"
"['<ja>', '▁', 'しゃん', 'しゃん', '祭', '[MASK]', '記録', '挑', '戦', '[MASK]', 'とき', '、', '何', '名の', '監', '[MASK]', '員', 'が', '審', '査', '[MASK]', '[MASK]', '▁', '</s>', '▁', 'しゃん', 'しゃん', '祭', '[MASK]', '記録', '挑', '戦', '[MASK]', 'とき', '、', '何']","['<ja>', '▁', 'しゃん', 'しゃん', '祭', 'の', '記録', '挑', '戦', 'の', 'とき', '、', '何', '名の', '監', '視', '員', 'が', '審', '査', 'したか', '。', '▁', '</s>', '▁', 'しゃん', 'しゃん', '祭', 'の', '記録', '挑', '戦', 'の', 'とき', '、', '何']","['▁', 'しゃん', 'しゃん', '祭', 'の', '記録', '挑', '戦', 'の', 'とき', '、', '何', '名の', '監', '視', '員', 'が', '審', '査', 'したか', '。', '▁', '</s>', '▁', 'しゃん', 'しゃん', '祭', 'の', '記録', '挑', '戦', 'の', 'とき', '、', '何', '<ja>']"
"['<ja>', '▁戦', '後の', 'ロンドン', '大会', 'には', '戦争', '責', '任', 'から', '日本', '[MASK]', '参加', 'を', '許', 'され', 'ず', '、', '何', '大会で', '[MASK]', '帰', 'しましたか', '?', '▁', '</s>', '▁戦', '後の', 'オリンピック', '、', 'へ', 'ル', 'シン', 'キ', '大会で', '[MASK]']","['<ja>', '▁戦', '後の', 'ロンドン', '大会', 'には', '戦争', '責', '任', 'から', '日本', 'は', '参加', 'を', '許', 'され', 'ず', '、', '何', '大会で', '復', '帰', 'しましたか', '?', '▁', '</s>', '▁戦', '後の', 'オリンピック', '、', 'へ', 'ル', 'シン', 'キ', '大会で', '復']","['▁戦', '後の', 'ロンドン', '大会', 'には', '戦争', '責', '任', 'から', '日本', 'は', '参加', 'を', '許', 'され', 'ず', '、', '何', '大会で', '復', '帰', 'しましたか', '?', '▁', '</s>', '▁戦', '後の', 'オリンピック', '、', 'へ', 'ル', 'シン', 'キ', '大会で', '復', '<ja>']"
